"Data Year","Data Year (cat)",Country,Region,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2013,[2013],USA,NC,Female,16,[16],Right-Handed,161,22,157,2,Car,14,0.378,55,Dancing,876,0,0,,0,0,22,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,PA,Male,17,[17],Right-Handed,183,0,189,1,Car,15,0.36,38,Other,800,650,950,900,1000,1000,0,,79,84,"Ring finger",June,Spring,No,No,Desserts,Water,English,7,8,6,"Yes - broadband connection","Text messaging",100,120,7,1,5,2,4,0,8,2,12,2,0,2,Some,"Graduate degree",Other,Telepathy,Happy,Other,"Education/Youth development"
2015,[2015],USA,CA,Male,10,[10],Right-Handed,170,0,170,2,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,NC,Male,11,[11],Right-Handed,165,25,156,1,Car,15,0.374,39,"Football (American)",150,150,50,50,10,10,23,"Right foot",70,80,"Ring finger",June,Summer,No,No,Meat,"Soft drink (non-caffeinated)","Physical education",7,9,3,"Yes - other","Text messaging",10,11,12,15,7,48,100,14,7,15,10,50,50,20,Some,"Graduate degree",Country,"Super strength",Healthy,"Sports person",Health
2013,[2013],USA,NH,Female,17,[17],Right-Handed,156,22,152,1,Car,10,0.405,45,Athletics,807,950,706,503,1000,1000,23,"Left foot",70,64,"Index finger",January,Summer,No,No,Salads,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","Text messaging",100,100,8,1,15,14,6,0,14,35,2,6,32,5,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
2014,[2014],USA,WY,Male,12,[12],Right-Handed,150,0,149,2,Bus,15,0.333,51,"Martial Arts",27,0,658,0,0,0,0,,80,70,"Index finger",December,Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,10,5,5,"Yes - dial-up connection","In person",0,0,0,0,12,7,7,10,0,0,9,9,0,0,Some,"High school",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
2012,[2012],USA,TX,Male,0,,Ambidextrous,203,26,203,2,Car,0,0.333,40,Soccer,200,200,200,300,100,100,30,"Left foot",76.2,78,"Ring finger",January,Summer,Yes,No,Meat,Water,Science,7,8,5,"Yes - broadband connection","In person",1,1,12,0,9,5,10,1,0,1,10,5,40,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,"International aid"
2013,[2013],USA,KY,Male,17,[17],Right-Handed,183,28.5,187,3,Car,15,0.357,43,Other,1000,900,500,700,1000,1000,28,"Right foot",100,80,"Index finger",January,Summer,Yes,No,Meat,Water,"Computers and technology",8,12,5,"Yes - broadband connection","Text messaging",15,15,15,12,7,3,2,2,0,1,1,0,0,1,"Very little","Graduate degree","Heavy metal",Fly,Happy,Other,Health
2010,[2010],USA,FL,Female,13,[13],Right-Handed,161,25,160,2,Bus,40,0.565,33,Tennis,711,824,668,,818,845,25,"Same length",80,82,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Water,Science,8,10,6,"Yes - broadband connection",E-mail,0,0,6,2,15,10,7,0,2,0,5,2,0,2,Some,"Graduate degree",Other,Fly,Happy,Relative,Health
2015,[2015],USA,PA,Female,17,[17],Right-Handed,173,24,175,2,Car,8,0.403,32,Other,540,326,364,321,342,289,27,"Left foot",71,79,"Ring finger",January,Fall,Yes,No,"Rice/Noodle dishes",Tea,Science,7,9,6,"Yes - broadband connection","Text messaging",150,140,5,2,9,4,12,1,2,3,5,2,0,1,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,Teacher,"International aid"
2014,[2014],USA,OH,Female,17,[17],Right-Handed,160,23,155,1,Car,5,0.46,47,Soccer,700,700,850,850,900,900,24,"Left foot",80,75,"Index finger",October,Fall,No,No,Poultry,Water,Languages,8,8,3,"Yes - other","Text messaging",200,0,20,1,7,12,18,0,14,8,7,11,0,1,Some,"Graduate degree",Country,Telepathy,Happy,Relative,"International aid"
2015,[2015],USA,KY,Male,12,[12],Right-Handed,151,19.5,148,1,Car,20,0.5145,67,Soccer,529,1000,888,658,0,0,20,"Same length",80,70,"Index finger",August,Winter,Yes,No,Fruit,Water,"Mathematics and statistics",7,6,4,"Yes - broadband connection","In person",0,0,8,0,1,5,8,6,0,0,5,5,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
2011,[2011],USA,WY,Male,15,[15],Right-Handed,180,30,190,2,Bus,12,0.28,35,Baseball/Softball,850,850,850,,900,1000,30,"Same length",93,105,"Ring finger",December,Summer,Yes,No,Meat,Water,"Physical education",9,9,4,"Yes - broadband connection","Text messaging",200,210,25,1,3,30,40,10,1,40,7,8,0,2,Some,"Graduate degree",Country,Invisibility,Rich,Relative,"Wildlife, animals"
2013,[2013],USA,PA,Male,17,[17],Right-Handed,174,24,175,1,Car,15,0.312,40,Skateboarding/Rollerblading,872,583,487,578,155,508,24,"Same length",100,106,"Ring finger",November,Spring,Yes,No,Pizza/Pasta,Water,Science,8,9,3,"Yes - broadband connection","Text messaging",17,23,5,1,5,2,1,4,2,2,4,1,8,2,Some,"Graduate degree",Jazz,Fly,Happy,"Religious figure",Environment
2012,[2012],USA,CA,Male,0,,Right-Handed,180,26,170,2,Car,8,0.386,37,Tennis,888,888,888,888,999,999,26,"Same length",75,78,"Ring finger",January,Winter,No,No,Meat,Water,"Mathematics and statistics",4,10,4,"Yes - broadband connection","Text messaging",50,50,20,1,1,10,10,10,5,5,5,5,8,5,"Very little","Graduate degree",Other,"Super strength",Happy,"Business person",Health
2013,[2013],USA,NY,Male,12,[12],Right-Handed,162,26.67,165,2,Bus,5,0.485,40,Swimming,600,600,100,900,900,800,27,"Same length",82,100,"Ring finger",May,Spring,No,No,Fruit,Milk,"Mathematics and statistics",11,9,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,0,0,7,14,6,14,0,1,21,2,0,1,Some,"Graduate degree",Classical,Invisibility,Happy,Other,Health
2013,[2013],USA,RI,Female,12,[12],Right-Handed,150,26,153,1,Bus,5,0.42,33,Baseball/Softball,1000,1000,1000,1000,500,500,24,"Right foot",100,100,"Same length",January,Summer,Yes,No,Other,Water,"Mathematics and statistics",9,8,3,"Yes - other",,7,5,2,1,6,14,4,1,1,1,1,1,0,1,"Very little","Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","Arts, culture, sports"
2010,[2010],USA,PA,Female,17,[17],Right-Handed,158,23,161,2,Bus,20,0.406,37,Soccer,1000,1000,1000,,500,420,23,"Same length",85,90,"Ring finger",September,Fall,No,No,"No favorite",Water,History,7,10,4,"Yes - broadband connection","In person",15,15,20,0,5,3,5,0,5,4,5,2,2,1,"A lot","Graduate degree",Other,Invisibility,Happy,Teacher,"Education/Youth development"
2015,[2015],USA,TX,Female,10,[10],Right-Handed,145,22,142,1,Walk,5,0.691,56,Bowling,1000,1000,1000,750,0,0,22,"Same length",70,70,"Same length",September,Summer,,No,Desserts,Water,Science,6,12,6,"Yes - other","In person",0,0,35,0,5,30,20,10,0,0,0,20,8,12,None,"Graduate degree",Pop,Invisibility,Healthy,Relative,"International aid"
2013,[2013],USA,CT,Female,17,[17],Right-Handed,160,23,157,2,Bus,35,0.327,70,Dancing,500,500,500,500,500,500,23,"Same length",95,103,"Ring finger",September,Fall,No,No,Fruit,Water,Science,7,10,6,"Yes - other","In person",150,150,27,7,5,6,7,2,2,8,2,1,0,2,Some,"Graduate degree",Country,Telepathy,Healthy,"Doctor or nurse","International aid"
2015,[2015],USA,IN,Female,14,[14],Left-Handed,172,0,147,1,Bus,0,0,0,Baseball/Softball,0,0,0,,0,0,0,,,,,April,Spring,No,No,Meat,Tea,"Physical education",5,10,7,,"Myspace, Facebook, other social networking sites, or blog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,,Health
2014,[2014],USA,CA,Female,17,[17],Right-Handed,165,10.4,158,1,Car,7,0.82,0,Other,200,200,300,200,1000,1000,10,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,IN,Male,16,[16],Right-Handed,176,27,193,1,Bus,10,0.828,50,Basketball,500,300,400,800,700,700,27,"Same length",80,80,"Same length",September,Summer,No,No,Meat,"Soft drink (caffeinated)",Art,7,10,5,"Yes - broadband connection","Text messaging",10,10,2,1,2,2,1,3,0,3,1,4,6,1,Some,"Some college","Rock and roll","Freeze time",Famous,"Community leader or elder","Arts, culture, sports"
2011,[2011],USA,PA,Male,10,[10],Right-Handed,140,17,150,0,,0,0,0,,0,0,0,,0,0,17,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,AZ,Male,0,,Right-Handed,180,26,180,1,Walk,22,0.417,43,Tennis,711,200,818,1000,1000,1000,26,"Same length",75,69,"Index finger",November,Fall,Yes,No,Pizza/Pasta,Water,,7,9,2,"Yes - broadband connection","Cell phone",20,22,5,0,1,0,1,50,1,1,10,4,0,1,Some,"High school",Techno/Electronic,"Freeze time",Happy,Other,Religious
2014,[2014],USA,CA,Female,17,[17],Right-Handed,175,23,173,2,Car,20,0.287,32,"Martial Arts",1000,1000,1000,1000,600,650,23,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,ID,Female,17,[17],Right-Handed,170,23,170,1,Car,5,0.583,42,Running/Jogging,267,209,144,283,717,684,23,"Right foot",70,75,"Ring finger",October,Summer,Yes,,Seafood,Coffee,History,8,8,3,"Yes - other","Internet chat or instant messaging",0,0,14,2,5,1,0,0,3,3,5,7,10,1,"A lot","Undergraduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
2014,[2014],USA,CA,Female,17,[17],Right-Handed,162,0,162,1,Car,15,0,0,Dancing,800,800,800,,800,800,0,,,,,January,Fall,Yes,No,Seafood,Water,Art,6,7.5,5,"Yes - broadband connection","In person",25,30,1,2,14,5,22,0,7,7,10,4,0,4,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,Friend,"International aid"
2015,[2015],USA,TX,Male,10,[10],Left-Handed,142,20,150,1,Bus,30,0.853,65,"Football (American)",1000,1000,1000,1000,1000,1000,22,"Left foot",65,65,"Same length",October,Winter,Yes,No,Seafood,Water,Geography,9,9,7,"Yes - broadband connection","In person",0,0,8,0,5,3,6,2,0,0,0,1,6,6,None,Other,Other,"Super strength",Healthy,"Musician or singer",Religious
2011,[2011],USA,WY,Male,15,[15],Right-Handed,158,24,161,1,Car,2,0.437,45,Baseball/Softball,882,802,909,,706,726,24,"Same length",86,86,"Same length",October,Winter,No,No,Meat,Milk,Science,7,5,4,"Yes - broadband connection","In person",45,50,4,1,3,3,12,6,1,3,3,4,8,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person","Wildlife, animals"
2011,[2011],USA,HI,Male,14,[14],Left-Handed,176,30,184,1,Car,25,0.319,35,Basketball,1000,1000,1000,,380,380,30,"Same length",72,71,"Index finger",October,Summer,No,No,"No favorite",Water,English,9,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",11,13,20,3,8,15,15,1,5,3,8,1,1,5,"A lot","Graduate degree",Reggae,"Super strength",Happy,"Sports person","Wildlife, animals"
2015,[2015],USA,PA,Male,11,[11],Right-Handed,148,25,147,1,Car,7,0.656,47,Baseball/Softball,500,500,400,450,700,800,24,"Right foot",73,75,"Ring finger",May,Winter,Yes,No,Meat,Water,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Text messaging",60,65,12,2,10,10,12,11,13,13,10,20,4,10,Some,"Graduate degree","Rap/Hip hop",,Happy,"Coach or club leader",Health
2011,[2011],USA,NC,Female,17,[17],Right-Handed,167,23,163,1,Car,18,0.203,34,Other,400,800,600,,800,700,24,"Left foot",78,72,"Index finger",June,Summer,Yes,No,Seafood,"Sports drink",Science,7,10,3,"Yes - broadband connection","In person",80,90,80,2,6,10,20,0,4,6,8,3,0,2,Some,"Graduate degree",Country,Invisibility,Happy,"Musician or singer",Health
2015,[2015],USA,MA,Male,14,[14],Right-Handed,0,0,0,1,Bus,5,0,0,"Hockey (Ice)",400,50,20,300,1000,1000,0,,,,,June,Winter,No,No,Desserts,"Sports drink","Physical education",6,10,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,,
2013,[2013],USA,VA,Female,0,,Left-Handed,151,25,171,2,Car,15,0.7,34,Swimming,973,930,957,717,535,497,26,"Left foot",80,70,"Index finger",November,Spring,No,No,Poultry,Water,Art,8,5,3,"Yes - other","Text messaging",0,0,3,4,1,5,10,1,4,24,9,12,0,3,"Very little","Some college","Rap/Hip hop",Invisibility,Rich,Actor,"Wildlife, animals"
2014,[2014],USA,IL,Male,17,[17],Right-Handed,186,27,200,1,Car,2,0.33,38,"Football (American)",800,800,500,700,1000,500,27,"Same length",85,79,"Index finger",April,Summer,No,No,Seafood,Water,Other,5,9,3,"Yes - broadband connection","Cell phone",4,3,14,2,0,6,24,2,0,2,4,8,6,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,Environment
2014,[2014],USA,IL,Female,17,[17],Right-Handed,167,26,177,1,Car,10,0.414,42,Soccer,500,800,200,500,800,1000,25,"Right foot",75,80,"Ring finger",October,Fall,No,Yes,Pizza/Pasta,Water,"Social studies",8,8,4,"Yes - broadband connection","Text messaging",50,50,20,1,5,5,5,0,10,10,2,2,0,5,"A lot","Graduate degree",Country,Invisibility,Rich,Relative,Health
2015,[2015],USA,WI,Female,17,[17],Right-Handed,155,23,157,3,Car,6,0.414,35,Basketball,604,449,455,561,1000,1000,23,"Same length",76,75,"Index finger",July,Summer,No,No,"Rice/Noodle dishes",Milk,"Mathematics and statistics",8,10,3,"Yes - other","Text messaging",50,7,24,1,14,30,14,0,50,4,30,10,2,4,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
2014,[2014],USA,CA,Female,17,[17],Left-Handed,170,24,150,2,Car,2,0.768,58,Baseball/Softball,1000,800,1000,900,500,1000,17,"Right foot",,,,May,Winter,No,No,Poultry,"Soft drink (caffeinated)",English,6,10,3,"Yes - broadband connection","Text messaging",0,0,30,8,15,10,40,0,100,100,50,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Famous,Friend,"Wildlife, animals"
2015,[2015],USA,CO,Male,13,[13],Right-Handed,174,26,169,2,Car,30,0.816,70,Tennis,900,500,300,200,600,999,30,"Left foot",70,70,"Same length",March,Summer,Yes,No,Soups,Juice,"Mathematics and statistics",7,6,3,"Yes - broadband connection","In person",1,1,30,1,5,1,2,15,0,0,10,0,0,3,Some,"Graduate degree",Jazz,Telepathy,Happy,Actor,"Education/Youth development"
2012,[2012],USA,SC,Female,17,[17],Right-Handed,153,22,148,1,Bus,45,0.312,41,Swimming,1000,300,400,700,1000,1000,22,"Same length",65,79,"Ring finger",January,Fall,No,No,Pizza/Pasta,Tea,History,6,10,2,"No internet connection","Text messaging",0,0,8,4,2,9,0,0,11,20,10,9,7,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
2015,[2015],USA,OH,Male,13,[13],Right-Handed,184,30.48,159,1,Bus,35,0.378,45,Skateboarding/Rollerblading,0,0,0,0,1000,1000,30,"Right foot",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,FL,Male,16,[16],Left-Handed,170,26,171,2,Car,30,0.384,24,Running/Jogging,600,750,950,,900,975,26,"Same length",100,90,"Index finger",June,Summer,Yes,No,Meat,"Sports drink","Mathematics and statistics",7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,40,40,5,30,10,10,10,15,15,25,8,0,0,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,"Business person",Health
2012,[2012],USA,NE,Male,15,[15],Right-Handed,180,27,175,1,Car,8,0.39,45,"Football (American)",555,660,1000,999,222,111,27,"Same length",75,70,"Index finger",May,Summer,No,No,Poultry,Juice,"Physical education",7,9,3,"Yes - dial-up connection","Text messaging",70,69,6,0,4,3,8,2,1,6,9,1,0,1,Some,"High school",Gospel,Fly,Rich,Other,Environment
2012,[2012],USA,MI,Female,17,[17],Right-Handed,165,23,165,2,Car,7,0.391,34,Other,578,594,380,786,0,0,23,"Same length",75,70,"Index finger",December,Spring,Yes,No,"Rice/Noodle dishes",Water,Science,6,,3,"Yes - other","In person",2,1,2,0,5,6,18,0,0,0,2,0,0,1,Some,"Graduate degree",Gospel,"Freeze time",Happy,Relative,"International aid"
2013,[2013],USA,CA,Female,15,[15],Right-Handed,167,24,167,1,"Rail (Train/Tram/Subway)",47,0.401,51,Golf,400,400,400,400,500,500,24,"Same length",75,70,"Index finger",May,Winter,Yes,Yes,Vegetables,Milk,Science,7,8,4,"Yes - broadband connection","In person",1,2,5,0,28,2,9,0,1,1,10,1,0,1,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
2014,[2014],USA,IN,Male,0,,Right-Handed,202,32,200,1,Car,8,0.756,67,Basketball,4,3,5,6,1,2,31,"Right foot",80,90,"Ring finger",August,Spring,No,No,Meat,Water,Science,8,10,3,"Yes - broadband connection",,0,0,6,0,16,8,20,18,10,10,10,15,0,5,Some,"Some college",Country,Invisibility,Happy,"Sports person",Religious
2015,[2015],USA,CA,Female,11,[11],Right-Handed,150,22,147,2,"Rail (Train/Tram/Subway)",45,0.332,0,Swimming,900,500,300,300,100,500,21,"Right foot",70,70,"Same length",June,Summer,No,No,Soups,Milk,English,9,10,4,"Yes - other","Text messaging",30,30,72,1,3,2,30,2,2,2,2,3,0,0,Some,"Graduate degree",Pop,Fly,Happy,Actor,Health
2014,[2014],USA,NC,Male,15,[15],,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,NJ,Male,17,[17],Right-Handed,183,27,184,1,Car,12,0.32,50,Baseball/Softball,700,600,100,750,600,900,27,"Same length",85,82.5,"Index finger",April,Spring,No,No,Poultry,Water,"Social studies",7,7,3,"Yes - broadband connection","In person",100,200,30,10,1,3,8,10,12,2,5,12,7,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
2015,[2015],USA,CA,Female,13,[13],Right-Handed,165,25,165,2,Car,15,0.416,35,,0,0,0,,0,0,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,SC,Female,16,[16],Right-Handed,155,19,157,1,Car,20,0.437,34,Swimming,300,400,300,,500,600,19,"Same length",60,60,"Same length",August,Fall,No,No,Salads,Juice,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Text messaging",0,0,8,1,6,5,5,0,2,2,3,3,15,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
2015,[2015],USA,MA,Male,0,,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,WI,Male,13,[13],Right-Handed,173,26,164,1,Car,20,0.384,46,Swimming,754,572,320,535,364,850,26,"Same length",110,90,"Index finger",August,Spring,No,No,Breads/Sandwiches,"Soft drink (caffeinated)",Music,10,10,4,"Yes - broadband connection","In person",0,0,5,0,4,5,1,20,8,4,13,25,0,0,"Very little",Other,Pop,"Freeze time",Rich,"Doctor or nurse",Environment
2013,[2013],USA,NC,Female,12,[12],Right-Handed,101,22.5,101,1,Car,20,0,56,Baseball/Softball,64,5,0,11,150,818,21,"Right foot",62,62,"Same length",January,Spring,No,No,"No favorite",Water,Science,8,5,5,"Yes - other","Internet chat or instant messaging",20,13,2,0,0,1,2,2,0,0,1,0,0,1,"A lot","Graduate degree",Country,"Super strength",Rich,Friend,Other
2012,[2012],USA,CA,Male,17,[17],Right-Handed,183,26,136,2,Car,10,0.26,28,Tennis,150,1000,1000,1000,50,350,25,"Right foot",85,100,"Ring finger",October,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,8.5,3,"Yes - broadband connection","Text messaging",100,150,75,1,10,15,7,10,10,10,35,15,15,15,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Other,"Wildlife, animals"
2014,[2014],USA,IN,Female,17,[17],Right-Handed,159,21,153,1,Car,16,0.7,38,Dancing,700,800,600,600,300,400,21,"Same length",65,73,"Ring finger",August,Fall,Yes,No,Desserts,Water,Science,6,8,4,"Yes - broadband connection","In person",16,17,3,1,20,6,1,0,2,1,1,1,1,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Religious
2013,[2013],USA,PA,Male,17,[17],Right-Handed,221,28,218,1,Car,10,0.362,57,None,500,500,500,500,500,500,28,"Same length",110,110,"Same length",May,Spring,No,No,Meat,Water,Other,6,10,5,"Yes - broadband connection","In person",20,20,12,1,1,2,2,3,2,4,5,12,0,2,None,"Graduate degree",Other,"Freeze time",Happy,Other,"Wildlife, animals"
2012,[2012],USA,GA,Male,13,[13],Right-Handed,167,27,162,1,Car,7,0.389,43,Other,743,934,837,609,523,300,26,"Right foot",105,100,"Index finger",December,Winter,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",9,8,4,"Yes - broadband connection","In person",0,0,0,1,8,14,4,12,0,0,21,10,0,2,Some,"Graduate degree",Country,Telepathy,Rich,Other,Environment
2013,[2013],USA,SC,Male,16,[16],Right-Handed,183,25,183,2,Car,20,0.433,43,Swimming,0,0,0,0,1000,1000,25,"Same length",80,85,"Ring finger",November,Winter,No,No,Breads/Sandwiches,Water,History,6,,3,"Yes - broadband connection",,10,12,24,0,10,5,14,48,1,5,100,5,0,0,Some,Other,"Punk rock",Invisibility,Happy,Other,Other
2015,[2015],USA,WI,Male,13,[13],Right-Handed,163,27,165,1,Bus,25,0.357,51,Basketball,1000,800,800,800,500,500,27,"Same length",90,80,"Index finger",May,Spring,Yes,No,Meat,Milk,"Physical education",9,11,3,"Yes - broadband connection","In person",0,0,35,1,5,14,28,14,0,0,20,0,0,0,,,,,,,
2015,[2015],USA,FL,Female,11,[11],Left-Handed,155,22,155,1,Car,15,0.445,42,Basketball,1000,1000,797,561,43,43,22,"Same length",63,65,"Ring finger",January,Winter,No,No,"No favorite",Milk,Art,9,10,4,"Yes - broadband connection","Text messaging",1,0,6,0,10,63,7,0,0,0,3,2,0,1,Some,"Graduate degree",Pop,Invisibility,Happy,Friend,"Education/Youth development"
2012,[2012],USA,NY,Male,12,[12],Right-Handed,154,24,150,2,Bus,60,0.31,26,Basketball,1000,973,1000,1000,500,890,24,"Same length",60,70,"Ring finger",November,Fall,No,No,Desserts,Water,"Physical education",11,8,5,"Yes - other","In person",8,0,5,0,1,2,4,1,1,0,2,1,1,1,None,"Some college","Rap/Hip hop",Fly,Famous,"Sports person","Education/Youth development"
2011,[2011],USA,GA,Female,11,[11],Right-Handed,155,21,165,3,Bus,12,0,31,Athletics,935,544,765,,550,453,23,"Left foot",70,60,"Index finger",October,Spring,,Yes,Pizza/Pasta,Water,"Mathematics and statistics",7,9,4,"Yes - other",E-mail,6,8,3,6,15,10,2,2,7,4,16,8,0,5,Some,Other,"Rhythm and blues (R&B)",Telepathy,Happy,Friend,Health
2015,[2015],USA,CA,Female,11,[11],Right-Handed,150,25,150,1,Walk,10,0.422,53,Swimming,503,733,877,727,717,893,23,"Right foot",100,90,"Index finger",October,Summer,No,No,Pizza/Pasta,Water,English,7,8,5,"Yes - other",E-mail,0,0,1,0,5,3,5,1,0,0,5,3,2,4,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
2013,[2013],USA,SD,Female,17,[17],Right-Handed,156,21.5,147,1,Bus,30,0.363,34,Walking/Hiking,1000,1000,1000,1000,567,658,22,"Same length",63,63,"Same length",July,Summer,Yes,No,"No favorite",Water,Art,6,10,4,"Yes - dial-up connection","Text messaging",100,100,15,1,10,8,5,12,7,25,20,2,0,14,Some,"Undergraduate degree",Other,Telepathy,Healthy,Friend,Religious
